Loaded Arguments:
config_file             : config.ini
experiment              : pcam_bnn_1
task                    : bnn
seed                    : 1111
verbose                 : True
log_dir                 : Logs
log_interval            : 10
tensorboard_dir         : Tensorboard
dataset                 : pcam
dataset_dir             : ../../Datasets/pcam
val_split               : 0.2
test_split              : 0.2
image_x                 : 96
image_y                 : 96
square_image            : True
augmentation            : True
data_workers            : 4
use_gpu                 : True
precision               : 16
efficient_net           : 7
model_dir               : Models
epochs                  : 20
batch_size              : 64
minimum_lr              : 1e-05
maximum_lr              : 0.1
label_smoothing         : 0.0
focal_loss              : False
focal_alpha             : 0.25
focal_gamma             : 2.0
training_samples        : 10
batches_per_epoch       : 0


Set Random Seed to 1111
Device set to cuda:0

Loader Datasets

Model Initialised
Time: 077615s	Train Epoch: 12 [195200/235930] (83%)	Loss: 90.477823	Cross Entropy: 0.0497	ELBO: 90.4281	Accuracy: 0.983238
Time: 077631s	Train Epoch: 12 [195840/235930] (83%)	Loss: 90.182245	Cross Entropy: 0.0497	ELBO: 90.1326	Accuracy: 0.983247
Time: 077647s	Train Epoch: 12 [196480/235930] (83%)	Loss: 89.888727	Cross Entropy: 0.0497	ELBO: 89.8390	Accuracy: 0.983225
Time: 077663s	Train Epoch: 12 [197120/235930] (84%)	Loss: 89.597088	Cross Entropy: 0.0498	ELBO: 89.5473	Accuracy: 0.983213
Time: 077679s	Train Epoch: 12 [197760/235930] (84%)	Loss: 89.307269	Cross Entropy: 0.0498	ELBO: 89.2575	Accuracy: 0.983227
Time: 077695s	Train Epoch: 12 [198400/235930] (84%)	Loss: 89.019322	Cross Entropy: 0.0498	ELBO: 88.9696	Accuracy: 0.983231
Time: 077711s	Train Epoch: 12 [199040/235930] (84%)	Loss: 88.733269	Cross Entropy: 0.0498	ELBO: 88.6835	Accuracy: 0.983214
Time: 077726s	Train Epoch: 12 [199680/235930] (85%)	Loss: 88.448994	Cross Entropy: 0.0497	ELBO: 88.3993	Accuracy: 0.983228
Time: 077742s	Train Epoch: 12 [200320/235930] (85%)	Loss: 88.166522	Cross Entropy: 0.0497	ELBO: 88.1168	Accuracy: 0.983247
Time: 077758s	Train Epoch: 12 [200960/235930] (85%)	Loss: 87.885893	Cross Entropy: 0.0497	ELBO: 87.8362	Accuracy: 0.983250
Time: 077774s	Train Epoch: 12 [201600/235930] (85%)	Loss: 87.607022	Cross Entropy: 0.0497	ELBO: 87.5574	Accuracy: 0.983269
Time: 077790s	Train Epoch: 12 [202240/235930] (86%)	Loss: 87.329969	Cross Entropy: 0.0497	ELBO: 87.2803	Accuracy: 0.983262
Time: 077806s	Train Epoch: 12 [202880/235930] (86%)	Loss: 87.054597	Cross Entropy: 0.0497	ELBO: 87.0049	Accuracy: 0.983276
Time: 077822s	Train Epoch: 12 [203520/235930] (86%)	Loss: 86.780970	Cross Entropy: 0.0496	ELBO: 86.7313	Accuracy: 0.983279
Time: 077837s	Train Epoch: 12 [204160/235930] (87%)	Loss: 86.509082	Cross Entropy: 0.0496	ELBO: 86.4595	Accuracy: 0.983278
Time: 077853s	Train Epoch: 12 [204800/235930] (87%)	Loss: 86.238946	Cross Entropy: 0.0497	ELBO: 86.1893	Accuracy: 0.983271
Time: 077869s	Train Epoch: 12 [205440/235930] (87%)	Loss: 85.970423	Cross Entropy: 0.0497	ELBO: 85.9208	Accuracy: 0.983275
Time: 077885s	Train Epoch: 12 [206080/235930] (87%)	Loss: 85.703653	Cross Entropy: 0.0497	ELBO: 85.6539	Accuracy: 0.983254
Time: 077901s	Train Epoch: 12 [206720/235930] (88%)	Loss: 85.438415	Cross Entropy: 0.0497	ELBO: 85.3888	Accuracy: 0.983272
Time: 077917s	Train Epoch: 12 [207360/235930] (88%)	Loss: 85.174891	Cross Entropy: 0.0497	ELBO: 85.1252	Accuracy: 0.983247
Time: 077933s	Train Epoch: 12 [208000/235930] (88%)	Loss: 84.912876	Cross Entropy: 0.0496	ELBO: 84.8633	Accuracy: 0.983279
Time: 077949s	Train Epoch: 12 [208640/235930] (88%)	Loss: 84.652567	Cross Entropy: 0.0496	ELBO: 84.6030	Accuracy: 0.983273
Time: 077965s	Train Epoch: 12 [209280/235930] (89%)	Loss: 84.393818	Cross Entropy: 0.0496	ELBO: 84.3442	Accuracy: 0.983281
Time: 077980s	Train Epoch: 12 [209920/235930] (89%)	Loss: 84.136684	Cross Entropy: 0.0496	ELBO: 84.0871	Accuracy: 0.983284
Time: 077996s	Train Epoch: 12 [210560/235930] (89%)	Loss: 83.881092	Cross Entropy: 0.0496	ELBO: 83.8315	Accuracy: 0.983287
Time: 078012s	Train Epoch: 12 [211200/235930] (90%)	Loss: 83.627059	Cross Entropy: 0.0496	ELBO: 83.5775	Accuracy: 0.983281
Time: 078028s	Train Epoch: 12 [211840/235930] (90%)	Loss: 83.374553	Cross Entropy: 0.0496	ELBO: 83.3250	Accuracy: 0.983280
Time: 078044s	Train Epoch: 12 [212480/235930] (90%)	Loss: 83.123632	Cross Entropy: 0.0496	ELBO: 83.0740	Accuracy: 0.983236
Time: 078060s	Train Epoch: 12 [213120/235930] (90%)	Loss: 82.874141	Cross Entropy: 0.0496	ELBO: 82.8245	Accuracy: 0.983244
Time: 078076s	Train Epoch: 12 [213760/235930] (91%)	Loss: 82.626180	Cross Entropy: 0.0496	ELBO: 82.5765	Accuracy: 0.983234
Time: 078092s	Train Epoch: 12 [214400/235930] (91%)	Loss: 82.379684	Cross Entropy: 0.0496	ELBO: 82.3301	Accuracy: 0.983242
Time: 078107s	Train Epoch: 12 [215040/235930] (91%)	Loss: 82.134590	Cross Entropy: 0.0496	ELBO: 82.0850	Accuracy: 0.983278
Time: 078123s	Train Epoch: 12 [215680/235930] (91%)	Loss: 81.891057	Cross Entropy: 0.0496	ELBO: 81.8414	Accuracy: 0.983244
Time: 078139s	Train Epoch: 12 [216320/235930] (92%)	Loss: 81.648934	Cross Entropy: 0.0496	ELBO: 81.5993	Accuracy: 0.983247
Time: 078155s	Train Epoch: 12 [216960/235930] (92%)	Loss: 81.408280	Cross Entropy: 0.0497	ELBO: 81.3586	Accuracy: 0.983237
Time: 078171s	Train Epoch: 12 [217600/235930] (92%)	Loss: 81.169006	Cross Entropy: 0.0497	ELBO: 81.1193	Accuracy: 0.983235
Time: 078187s	Train Epoch: 12 [218240/235930] (93%)	Loss: 80.931113	Cross Entropy: 0.0497	ELBO: 80.8814	Accuracy: 0.983225
Time: 078203s	Train Epoch: 12 [218880/235930] (93%)	Loss: 80.694593	Cross Entropy: 0.0497	ELBO: 80.6449	Accuracy: 0.983233
Time: 078218s	Train Epoch: 12 [219520/235930] (93%)	Loss: 80.459524	Cross Entropy: 0.0497	ELBO: 80.4098	Accuracy: 0.983200
Time: 078234s	Train Epoch: 12 [220160/235930] (93%)	Loss: 80.225783	Cross Entropy: 0.0497	ELBO: 80.1761	Accuracy: 0.983203
Time: 078250s	Train Epoch: 12 [220800/235930] (94%)	Loss: 79.993443	Cross Entropy: 0.0498	ELBO: 79.9437	Accuracy: 0.983193
Time: 078266s	Train Epoch: 12 [221440/235930] (94%)	Loss: 79.762388	Cross Entropy: 0.0498	ELBO: 79.7126	Accuracy: 0.983196
Time: 078282s	Train Epoch: 12 [222080/235930] (94%)	Loss: 79.532705	Cross Entropy: 0.0498	ELBO: 79.4829	Accuracy: 0.983182
Time: 078298s	Train Epoch: 12 [222720/235930] (94%)	Loss: 79.304283	Cross Entropy: 0.0498	ELBO: 79.2545	Accuracy: 0.983181
Time: 078314s	Train Epoch: 12 [223360/235930] (95%)	Loss: 79.077285	Cross Entropy: 0.0499	ELBO: 79.0274	Accuracy: 0.983162
Time: 078330s	Train Epoch: 12 [224000/235930] (95%)	Loss: 78.851446	Cross Entropy: 0.0498	ELBO: 78.8016	Accuracy: 0.983174
Time: 078345s	Train Epoch: 12 [224640/235930] (95%)	Loss: 78.626904	Cross Entropy: 0.0498	ELBO: 78.5771	Accuracy: 0.983204
Time: 078361s	Train Epoch: 12 [225280/235930] (95%)	Loss: 78.403704	Cross Entropy: 0.0498	ELBO: 78.3539	Accuracy: 0.983190
Time: 078377s	Train Epoch: 12 [225920/235930] (96%)	Loss: 78.181753	Cross Entropy: 0.0498	ELBO: 78.1319	Accuracy: 0.983180
Time: 078393s	Train Epoch: 12 [226560/235930] (96%)	Loss: 77.961042	Cross Entropy: 0.0498	ELBO: 77.9112	Accuracy: 0.983161
Time: 078409s	Train Epoch: 12 [227200/235930] (96%)	Loss: 77.741609	Cross Entropy: 0.0499	ELBO: 77.6917	Accuracy: 0.983147
Time: 078425s	Train Epoch: 12 [227840/235930] (97%)	Loss: 77.523325	Cross Entropy: 0.0498	ELBO: 77.4735	Accuracy: 0.983177
Time: 078441s	Train Epoch: 12 [228480/235930] (97%)	Loss: 77.306336	Cross Entropy: 0.0498	ELBO: 77.2565	Accuracy: 0.983176
Time: 078457s	Train Epoch: 12 [229120/235930] (97%)	Loss: 77.090510	Cross Entropy: 0.0498	ELBO: 77.0407	Accuracy: 0.983188
Time: 078472s	Train Epoch: 12 [229760/235930] (97%)	Loss: 76.875899	Cross Entropy: 0.0498	ELBO: 76.8261	Accuracy: 0.983200
Time: 078488s	Train Epoch: 12 [230400/235930] (98%)	Loss: 76.662488	Cross Entropy: 0.0498	ELBO: 76.6127	Accuracy: 0.983194
Time: 078504s	Train Epoch: 12 [231040/235930] (98%)	Loss: 76.450224	Cross Entropy: 0.0498	ELBO: 76.4005	Accuracy: 0.983206
Time: 078520s	Train Epoch: 12 [231680/235930] (98%)	Loss: 76.239186	Cross Entropy: 0.0498	ELBO: 76.1894	Accuracy: 0.983201
Time: 078536s	Train Epoch: 12 [232320/235930] (98%)	Loss: 76.029252	Cross Entropy: 0.0497	ELBO: 75.9795	Accuracy: 0.983213
Time: 078552s	Train Epoch: 12 [232960/235930] (99%)	Loss: 75.820520	Cross Entropy: 0.0497	ELBO: 75.7708	Accuracy: 0.983229
Time: 078568s	Train Epoch: 12 [233600/235930] (99%)	Loss: 75.612905	Cross Entropy: 0.0497	ELBO: 75.5632	Accuracy: 0.983241
Time: 078584s	Train Epoch: 12 [234240/235930] (99%)	Loss: 75.406486	Cross Entropy: 0.0497	ELBO: 75.3567	Accuracy: 0.983235
Time: 078599s	Train Epoch: 12 [234880/235930] (100%)	Loss: 75.201145	Cross Entropy: 0.0497	ELBO: 75.1514	Accuracy: 0.983243
Time: 078615s	Train Epoch: 12 [235520/235930] (100%)	Loss: 74.996909	Cross Entropy: 0.0497	ELBO: 74.9472	Accuracy: 0.983250

Epoch: 12	Training Loss: 74.854628	Training Cross Entropy: 0.049727	Training ELBO: 74.804901	Training Accuracy: 0.983235
Validation Loss: 299.213248	Validation Cross Entropy: 0.066905	Validation ELBO: 299.146345	Validation Accuracy: 0.977880

Time: 079410s	Train Epoch: 13 [000640/235930] (0%)	Loss: 27553.759937	Cross Entropy: 0.0521	ELBO: 27553.7070	Accuracy: 0.982813
Time: 079425s	Train Epoch: 13 [001280/235930] (1%)	Loss: 13790.350899	Cross Entropy: 0.0424	ELBO: 13790.3081	Accuracy: 0.987500
Time: 079440s	Train Epoch: 13 [001920/235930] (1%)	Loss: 9193.592682	Cross Entropy: 0.0449	ELBO: 9193.5475	Accuracy: 0.986458
Time: 079456s	Train Epoch: 13 [002560/235930] (1%)	Loss: 6895.207664	Cross Entropy: 0.0469	ELBO: 6895.1606	Accuracy: 0.984375
Time: 079471s	Train Epoch: 13 [003200/235930] (1%)	Loss: 5516.175693	Cross Entropy: 0.0470	ELBO: 5516.1285	Accuracy: 0.984375
Time: 079487s	Train Epoch: 13 [003840/235930] (2%)	Loss: 4596.818354	Cross Entropy: 0.0445	ELBO: 4596.7737	Accuracy: 0.984635
Time: 079502s	Train Epoch: 13 [004480/235930] (2%)	Loss: 3940.136624	Cross Entropy: 0.0447	ELBO: 3940.0918	Accuracy: 0.984375
Time: 079518s	Train Epoch: 13 [005120/235930] (2%)	Loss: 3447.623966	Cross Entropy: 0.0436	ELBO: 3447.5803	Accuracy: 0.984766
Time: 079534s	Train Epoch: 13 [005760/235930] (2%)	Loss: 3064.560307	Cross Entropy: 0.0444	ELBO: 3064.5158	Accuracy: 0.984896
Time: 079550s	Train Epoch: 13 [006400/235930] (3%)	Loss: 2758.109096	Cross Entropy: 0.0448	ELBO: 2758.0642	Accuracy: 0.985156
Time: 079565s	Train Epoch: 13 [007040/235930] (3%)	Loss: 2507.375868	Cross Entropy: 0.0447	ELBO: 2507.3311	Accuracy: 0.985369
Time: 079581s	Train Epoch: 13 [007680/235930] (3%)	Loss: 2298.434316	Cross Entropy: 0.0474	ELBO: 2298.3869	Accuracy: 0.984505
Time: 079597s	Train Epoch: 13 [008320/235930] (4%)	Loss: 2121.637735	Cross Entropy: 0.0498	ELBO: 2121.5879	Accuracy: 0.983534
Time: 079613s	Train Epoch: 13 [008960/235930] (4%)	Loss: 1970.095971	Cross Entropy: 0.0500	ELBO: 1970.0459	Accuracy: 0.983482
Time: 079629s	Train Epoch: 13 [009600/235930] (4%)	Loss: 1838.759441	Cross Entropy: 0.0499	ELBO: 1838.7095	Accuracy: 0.983542
Time: 079644s	Train Epoch: 13 [010240/235930] (4%)	Loss: 1723.840910	Cross Entropy: 0.0507	ELBO: 1723.7902	Accuracy: 0.983105
Time: 079660s	Train Epoch: 13 [010880/235930] (5%)	Loss: 1622.440097	Cross Entropy: 0.0493	ELBO: 1622.3907	Accuracy: 0.983732
Time: 079676s	Train Epoch: 13 [011520/235930] (5%)	Loss: 1532.308436	Cross Entropy: 0.0505	ELBO: 1532.2579	Accuracy: 0.983594
Time: 079692s	Train Epoch: 13 [012160/235930] (5%)	Loss: 1451.661604	Cross Entropy: 0.0488	ELBO: 1451.6128	Accuracy: 0.984211
Time: 079707s	Train Epoch: 13 [012800/235930] (5%)	Loss: 1379.083314	Cross Entropy: 0.0512	ELBO: 1379.0321	Accuracy: 0.983594
Time: 079723s	Train Epoch: 13 [013440/235930] (6%)	Loss: 1313.414464	Cross Entropy: 0.0505	ELBO: 1313.3639	Accuracy: 0.983854
Time: 079739s	Train Epoch: 13 [014080/235930] (6%)	Loss: 1253.716371	Cross Entropy: 0.0508	ELBO: 1253.6656	Accuracy: 0.983736
Time: 079755s	Train Epoch: 13 [014720/235930] (6%)	Loss: 1199.209745	Cross Entropy: 0.0513	ELBO: 1199.1584	Accuracy: 0.983288
Time: 079771s	Train Epoch: 13 [015360/235930] (7%)	Loss: 1149.244339	Cross Entropy: 0.0509	ELBO: 1149.1934	Accuracy: 0.983529
Time: 079786s	Train Epoch: 13 [016000/235930] (7%)	Loss: 1103.275974	Cross Entropy: 0.0502	ELBO: 1103.2257	Accuracy: 0.983625
Time: 079802s	Train Epoch: 13 [016640/235930] (7%)	Loss: 1060.844698	Cross Entropy: 0.0507	ELBO: 1060.7939	Accuracy: 0.983534
Time: 079818s	Train Epoch: 13 [017280/235930] (7%)	Loss: 1021.555895	Cross Entropy: 0.0506	ELBO: 1021.5053	Accuracy: 0.983565
Time: 079834s	Train Epoch: 13 [017920/235930] (8%)	Loss: 985.073581	Cross Entropy: 0.0506	ELBO: 985.0229	Accuracy: 0.983538
Time: 079849s	Train Epoch: 13 [018560/235930] (8%)	Loss: 951.106874	Cross Entropy: 0.0502	ELBO: 951.0566	Accuracy: 0.983675
Time: 079865s	Train Epoch: 13 [019200/235930] (8%)	Loss: 919.404495	Cross Entropy: 0.0497	ELBO: 919.3547	Accuracy: 0.983854
Time: 079881s	Train Epoch: 13 [019840/235930] (8%)	Loss: 889.747987	Cross Entropy: 0.0498	ELBO: 889.6981	Accuracy: 0.983669
Time: 079897s	Train Epoch: 13 [020480/235930] (9%)	Loss: 861.945366	Cross Entropy: 0.0503	ELBO: 861.8951	Accuracy: 0.983398
Time: 079913s	Train Epoch: 13 [021120/235930] (9%)	Loss: 835.827487	Cross Entropy: 0.0504	ELBO: 835.7770	Accuracy: 0.983475
Time: 079928s	Train Epoch: 13 [021760/235930] (9%)	Loss: 811.245922	Cross Entropy: 0.0505	ELBO: 811.1954	Accuracy: 0.983456
Time: 079944s	Train Epoch: 13 [022400/235930] (9%)	Loss: 788.069015	Cross Entropy: 0.0506	ELBO: 788.0184	Accuracy: 0.983348
Time: 079960s	Train Epoch: 13 [023040/235930] (10%)	Loss: 766.179022	Cross Entropy: 0.0500	ELBO: 766.1290	Accuracy: 0.983637
Time: 079976s	Train Epoch: 13 [023680/235930] (10%)	Loss: 745.472610	Cross Entropy: 0.0498	ELBO: 745.4228	Accuracy: 0.983742
Time: 079992s	Train Epoch: 13 [024320/235930] (10%)	Loss: 725.856209	Cross Entropy: 0.0498	ELBO: 725.8064	Accuracy: 0.983594
Time: 080007s	Train Epoch: 13 [024960/235930] (11%)	Loss: 707.245846	Cross Entropy: 0.0499	ELBO: 707.1960	Accuracy: 0.983413
Time: 080023s	Train Epoch: 13 [025600/235930] (11%)	Loss: 689.565652	Cross Entropy: 0.0496	ELBO: 689.5161	Accuracy: 0.983477
Time: 080039s	Train Epoch: 13 [026240/235930] (11%)	Loss: 672.748391	Cross Entropy: 0.0498	ELBO: 672.6986	Accuracy: 0.983346
Time: 080055s	Train Epoch: 13 [026880/235930] (11%)	Loss: 656.731396	Cross Entropy: 0.0494	ELBO: 656.6820	Accuracy: 0.983408
Time: 080070s	Train Epoch: 13 [027520/235930] (12%)	Loss: 641.460573	Cross Entropy: 0.0503	ELBO: 641.4103	Accuracy: 0.983176
Time: 080086s	Train Epoch: 13 [028160/235930] (12%)	Loss: 626.883114	Cross Entropy: 0.0503	ELBO: 626.8328	Accuracy: 0.983061
Time: 080102s	Train Epoch: 13 [028800/235930] (12%)	Loss: 612.953328	Cross Entropy: 0.0501	ELBO: 612.9032	Accuracy: 0.983125
Time: 080118s	Train Epoch: 13 [029440/235930] (12%)	Loss: 599.629169	Cross Entropy: 0.0500	ELBO: 599.5792	Accuracy: 0.983322
Time: 080134s	Train Epoch: 13 [030080/235930] (13%)	Loss: 586.872256	Cross Entropy: 0.0501	ELBO: 586.8222	Accuracy: 0.983278
Time: 080150s	Train Epoch: 13 [030720/235930] (13%)	Loss: 574.646549	Cross Entropy: 0.0498	ELBO: 574.5967	Accuracy: 0.983431
Time: 080165s	Train Epoch: 13 [031360/235930] (13%)	Loss: 562.920471	Cross Entropy: 0.0502	ELBO: 562.8703	Accuracy: 0.983355
Time: 080181s	Train Epoch: 13 [032000/235930] (14%)	Loss: 551.663238	Cross Entropy: 0.0504	ELBO: 551.6128	Accuracy: 0.983187
Time: 080197s	Train Epoch: 13 [032640/235930] (14%)	Loss: 540.847312	Cross Entropy: 0.0504	ELBO: 540.7969	Accuracy: 0.983180
Time: 080213s	Train Epoch: 13 [033280/235930] (14%)	Loss: 530.447590	Cross Entropy: 0.0506	ELBO: 530.3970	Accuracy: 0.983203
Time: 080228s	Train Epoch: 13 [033920/235930] (14%)	Loss: 520.440239	Cross Entropy: 0.0507	ELBO: 520.3895	Accuracy: 0.983166
Time: 080244s	Train Epoch: 13 [034560/235930] (15%)	Loss: 510.803173	Cross Entropy: 0.0505	ELBO: 510.7526	Accuracy: 0.983275
Time: 080260s	Train Epoch: 13 [035200/235930] (15%)	Loss: 501.516341	Cross Entropy: 0.0501	ELBO: 501.4662	Accuracy: 0.983409
Time: 080276s	Train Epoch: 13 [035840/235930] (15%)	Loss: 492.561751	Cross Entropy: 0.0503	ELBO: 492.5115	Accuracy: 0.983398
Time: 080292s	Train Epoch: 13 [036480/235930] (15%)	Loss: 483.921480	Cross Entropy: 0.0505	ELBO: 483.8709	Accuracy: 0.983279
Time: 080307s	Train Epoch: 13 [037120/235930] (16%)	Loss: 475.578714	Cross Entropy: 0.0504	ELBO: 475.5283	Accuracy: 0.983244
Time: 080323s	Train Epoch: 13 [037760/235930] (16%)	Loss: 467.518975	Cross Entropy: 0.0504	ELBO: 467.4685	Accuracy: 0.983183
Time: 080339s	Train Epoch: 13 [038400/235930] (16%)	Loss: 459.727773	Cross Entropy: 0.0504	ELBO: 459.6774	Accuracy: 0.983229
Time: 080355s	Train Epoch: 13 [039040/235930] (17%)	Loss: 452.192476	Cross Entropy: 0.0508	ELBO: 452.1417	Accuracy: 0.983145
Time: 080371s	Train Epoch: 13 [039680/235930] (17%)	Loss: 444.900303	Cross Entropy: 0.0512	ELBO: 444.8491	Accuracy: 0.982964
Time: 080386s	Train Epoch: 13 [040320/235930] (17%)	Loss: 437.839275	Cross Entropy: 0.0513	ELBO: 437.7880	Accuracy: 0.982961
Time: 080402s	Train Epoch: 13 [040960/235930] (17%)	Loss: 430.998667	Cross Entropy: 0.0511	ELBO: 430.9475	Accuracy: 0.983008
Time: 080418s	Train Epoch: 13 [041600/235930] (18%)	Loss: 424.368421	Cross Entropy: 0.0508	ELBO: 424.3176	Accuracy: 0.983125
Time: 080434s	Train Epoch: 13 [042240/235930] (18%)	Loss: 417.939332	Cross Entropy: 0.0508	ELBO: 417.8885	Accuracy: 0.983120
Time: 080449s	Train Epoch: 13 [042880/235930] (18%)	Loss: 411.702329	Cross Entropy: 0.0509	ELBO: 411.6514	Accuracy: 0.983069
Time: 080465s	Train Epoch: 13 [043520/235930] (18%)	Loss: 405.648801	Cross Entropy: 0.0511	ELBO: 405.5977	Accuracy: 0.983019
Time: 080481s	Train Epoch: 13 [044160/235930] (19%)	Loss: 399.770397	Cross Entropy: 0.0509	ELBO: 399.7195	Accuracy: 0.983062
Time: 080497s	Train Epoch: 13 [044800/235930] (19%)	Loss: 394.060439	Cross Entropy: 0.0512	ELBO: 394.0092	Accuracy: 0.982902
Time: 080512s	Train Epoch: 13 [045440/235930] (19%)	Loss: 388.511034	Cross Entropy: 0.0513	ELBO: 388.4598	Accuracy: 0.982879
Time: 080528s	Train Epoch: 13 [046080/235930] (20%)	Loss: 383.116017	Cross Entropy: 0.0515	ELBO: 383.0645	Accuracy: 0.982791
Time: 080544s	Train Epoch: 13 [046720/235930] (20%)	Loss: 377.868675	Cross Entropy: 0.0516	ELBO: 377.8170	Accuracy: 0.982748
Time: 080560s	Train Epoch: 13 [047360/235930] (20%)	Loss: 372.762992	Cross Entropy: 0.0516	ELBO: 372.7114	Accuracy: 0.982791
Time: 080576s	Train Epoch: 13 [048000/235930] (20%)	Loss: 367.793482	Cross Entropy: 0.0516	ELBO: 367.7419	Accuracy: 0.982792
Time: 080591s	Train Epoch: 13 [048640/235930] (21%)	Loss: 362.954778	Cross Entropy: 0.0516	ELBO: 362.9032	Accuracy: 0.982792
Time: 080607s	Train Epoch: 13 [049280/235930] (21%)	Loss: 358.241653	Cross Entropy: 0.0515	ELBO: 358.1902	Accuracy: 0.982853
Time: 080623s	Train Epoch: 13 [049920/235930] (21%)	Loss: 353.649601	Cross Entropy: 0.0516	ELBO: 353.5980	Accuracy: 0.982772
Time: 080639s	Train Epoch: 13 [050560/235930] (21%)	Loss: 349.173460	Cross Entropy: 0.0514	ELBO: 349.1221	Accuracy: 0.982773
Time: 080655s	Train Epoch: 13 [051200/235930] (22%)	Loss: 344.809547	Cross Entropy: 0.0515	ELBO: 344.7580	Accuracy: 0.982695
Time: 080670s	Train Epoch: 13 [051840/235930] (22%)	Loss: 340.553653	Cross Entropy: 0.0519	ELBO: 340.5018	Accuracy: 0.982600
Time: 080686s	Train Epoch: 13 [052480/235930] (22%)	Loss: 336.401422	Cross Entropy: 0.0521	ELBO: 336.3493	Accuracy: 0.982584
Time: 080702s	Train Epoch: 13 [053120/235930] (23%)	Loss: 332.349069	Cross Entropy: 0.0522	ELBO: 332.2969	Accuracy: 0.982511
Time: 080717s	Train Epoch: 13 [053760/235930] (23%)	Loss: 328.393019	Cross Entropy: 0.0520	ELBO: 328.3410	Accuracy: 0.982533
Time: 080733s	Train Epoch: 13 [054400/235930] (23%)	Loss: 324.530218	Cross Entropy: 0.0521	ELBO: 324.4781	Accuracy: 0.982426
Time: 080749s	Train Epoch: 13 [055040/235930] (23%)	Loss: 320.757019	Cross Entropy: 0.0519	ELBO: 320.7051	Accuracy: 0.982467
Time: 080765s	Train Epoch: 13 [055680/235930] (24%)	Loss: 317.070542	Cross Entropy: 0.0517	ELBO: 317.0189	Accuracy: 0.982507
Time: 080781s	Train Epoch: 13 [056320/235930] (24%)	Loss: 313.467952	Cross Entropy: 0.0516	ELBO: 313.4164	Accuracy: 0.982528
Time: 080796s	Train Epoch: 13 [056960/235930] (24%)	Loss: 309.946221	Cross Entropy: 0.0514	ELBO: 309.8949	Accuracy: 0.982567
Time: 080812s	Train Epoch: 13 [057600/235930] (24%)	Loss: 306.503096	Cross Entropy: 0.0515	ELBO: 306.4516	Accuracy: 0.982569
Time: 080828s	Train Epoch: 13 [058240/235930] (25%)	Loss: 303.135661	Cross Entropy: 0.0517	ELBO: 303.0840	Accuracy: 0.982486
Time: 080844s	Train Epoch: 13 [058880/235930] (25%)	Loss: 299.841112	Cross Entropy: 0.0515	ELBO: 299.7896	Accuracy: 0.982524
Time: 080860s	Train Epoch: 13 [059520/235930] (25%)	Loss: 296.617846	Cross Entropy: 0.0518	ELBO: 296.5660	Accuracy: 0.982493
Time: 080875s	Train Epoch: 13 [060160/235930] (25%)	Loss: 293.462993	Cross Entropy: 0.0519	ELBO: 293.4111	Accuracy: 0.982430
Time: 080891s	Train Epoch: 13 [060800/235930] (26%)	Loss: 290.374418	Cross Entropy: 0.0519	ELBO: 290.3226	Accuracy: 0.982484
Time: 080907s	Train Epoch: 13 [061440/235930] (26%)	Loss: 287.350162	Cross Entropy: 0.0518	ELBO: 287.2984	Accuracy: 0.982536
Time: 080923s	Train Epoch: 13 [062080/235930] (26%)	Loss: 284.388121	Cross Entropy: 0.0516	ELBO: 284.3365	Accuracy: 0.982603
Time: 080939s	Train Epoch: 13 [062720/235930] (27%)	Loss: 281.486686	Cross Entropy: 0.0516	ELBO: 281.4351	Accuracy: 0.982637
Time: 080954s	Train Epoch: 13 [063360/235930] (27%)	Loss: 278.643964	Cross Entropy: 0.0516	ELBO: 278.5923	Accuracy: 0.982623
Time: 080970s	Train Epoch: 13 [064000/235930] (27%)	Loss: 275.858017	Cross Entropy: 0.0516	ELBO: 275.8064	Accuracy: 0.982609
Time: 080986s	Train Epoch: 13 [064640/235930] (27%)	Loss: 273.127027	Cross Entropy: 0.0514	ELBO: 273.0757	Accuracy: 0.982689
Time: 081002s	Train Epoch: 13 [065280/235930] (28%)	Loss: 270.449729	Cross Entropy: 0.0513	ELBO: 270.3985	Accuracy: 0.982736
Time: 081018s	Train Epoch: 13 [065920/235930] (28%)	Loss: 267.824424	Cross Entropy: 0.0512	ELBO: 267.7732	Accuracy: 0.982767
Time: 081033s	Train Epoch: 13 [066560/235930] (28%)	Loss: 265.249450	Cross Entropy: 0.0510	ELBO: 265.1985	Accuracy: 0.982797
Time: 081049s	Train Epoch: 13 [067200/235930] (28%)	Loss: 262.723449	Cross Entropy: 0.0507	ELBO: 262.6728	Accuracy: 0.982902
Time: 081065s	Train Epoch: 13 [067840/235930] (29%)	Loss: 260.245338	Cross Entropy: 0.0506	ELBO: 260.1947	Accuracy: 0.982930
Time: 081081s	Train Epoch: 13 [068480/235930] (29%)	Loss: 257.813687	Cross Entropy: 0.0507	ELBO: 257.7630	Accuracy: 0.982944
Time: 081097s	Train Epoch: 13 [069120/235930] (29%)	Loss: 255.426942	Cross Entropy: 0.0506	ELBO: 255.3763	Accuracy: 0.982972
Time: 081113s	Train Epoch: 13 [069760/235930] (30%)	Loss: 253.084129	Cross Entropy: 0.0507	ELBO: 253.0334	Accuracy: 0.982942
Time: 081128s	Train Epoch: 13 [070400/235930] (30%)	Loss: 250.783666	Cross Entropy: 0.0505	ELBO: 250.7331	Accuracy: 0.983011
